"Begin","End","Event-no-links","Event_link_1","details_link","Theater","Source","Source URL"
"1916-06-10","1916-07-04","Battle of Mecca, Arabs capture the city.",,"http://en.wikipedia.org/wiki/Battle_of_Mecca_(1916)","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-06-10",,"Italy: Paolo Boselli succeeds Antonio Salandra as Prime Minister.","http://en.wikipedia.org/wiki/Italy","http://en.wikipedia.org/wiki/Paolo_Boselli","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-06-10",,"The Siege of Medina begins.","http://en.wikipedia.org/wiki/Siege_of_Medina",,"Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-06-30",,"Battle of the Boar's Head, diversion from the Battle of the Somme which began the next day.","http://en.wikipedia.org/wiki/Battle_of_the_Boar%27s_Head",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-01","1916-07-13","Second Battle of Albert (Opening phase of the Battle of the Somme).",,"http://en.wikipedia.org/wiki/Battle_of_Albert_(1916)","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-01","1916-07-02","British capture Fricourt during the Second Battle of Albert.",,"http://en.wikipedia.org/wiki/Capture_of_Fricourt","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-01",,"Battle of Taif.",,"http://en.wikipedia.org/wiki/Battle_of_Taif_(1916)","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-01",,"The Battle of the Somme begins.","http://en.wikipedia.org/wiki/Battle_of_the_Somme","http://en.wikipedia.org/wiki/First_day_on_the_Somme","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-02","1916-07-25","Battle of Erzincan.","http://en.wikipedia.org/wiki/Battle_of_Erzincan",,"Caucasian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-03","1916-07-17","British capture Ovillers during the Second Battle of Albert and Battle of Bazentin Ridge.",,"http://en.wikipedia.org/wiki/Battle_of_Albert_(1916)#Ovillers","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-03","1916-07-12","British and French capture Mametz Wood during the Second Battle of Albert.",,"http://en.wikipedia.org/wiki/Battle_of_Albert_(1916)#Mametz_Wood","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-03","1916-07-07","British and French capture La Boisselle during the Second Battle of Albert.",,"http://en.wikipedia.org/wiki/Battle_of_Albert_(1916)#La_Boisselle","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-04","1916-07-06","Battle of Kostiuchnowka.","http://en.wikipedia.org/wiki/Battle_of_Kostiuchnowka",,"Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-07","1916-07-11","Allies capture Contalmaison during the Second Battle of Albert.",,"http://en.wikipedia.org/wiki/Battle_of_Albert_(1916)#Contalmaison","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-08","1916-07-14","British capture Trônes Wood during the Second Battle of Albert.",,"http://en.wikipedia.org/wiki/Capture_of_Trônes_Wood","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-14","1916-09-15","Battles for Longueval and Delville Wood (Initial phase of the Battle of the Somme)","http://en.wikipedia.org/wiki/Battle_of_Delville_Wood","http://en.wikipedia.org/wiki/Battle_of_Delville_Wood","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-14","1916-07-17","Battle of Bazentin Ridge (Initial phase of the Battle of the Somme)","http://en.wikipedia.org/wiki/Battle_of_Bazentin_Ridge","http://en.wikipedia.org/wiki/Battle_of_Bazentin_Ridge","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-19","1916-07-20","Battle of Fromelles (Initial phase of the Battle of the Somme).","http://en.wikipedia.org/wiki/Battle_of_Fromelles",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-23","1916-08-07","Battle of Pozières (Initial phase of the Battle of the Somme)","http://en.wikipedia.org/wiki/Battle_of_Pozières","http://en.wikipedia.org/wiki/Battle_of_Pozières","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-07-24","1916-08-08","Battle of Kowel.","http://en.wikipedia.org/wiki/Battle_of_Kowel",,"Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-08-03","1916-08-05","Battle of Romani. Ottoman attack on the British in the Sinai peninsula fails.","http://en.wikipedia.org/wiki/Battle_of_Romani","http://en.wikipedia.org/wiki/Battle_of_Romani","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-08-06","1916-08-17","Sixth Battle of the Isonzo. The Italians capture Gorizia (August 9).","http://en.wikipedia.org/wiki/Sixth_Battle_of_the_Isonzo","http://en.wikipedia.org/wiki/Sixth_Battle_of_the_Isonzo","Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-08-06",,"Battle of Doberdo, part of the Sixth Battle of Isonzo.","http://en.wikipedia.org/wiki/Battle_of_Doberdo",,"Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-08-09","1916-08-18","First battle of Doiran.",,"http://en.wikipedia.org/wiki/Battle_of_Doiran_(1916)","Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-08-24",,"Battle of Mlali.","http://en.wikipedia.org/wiki/Battle_of_Mlali",,"African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-08-27","1916-12-01","Conquest of Romania by Central Powers.",,"http://en.wikipedia.org/wiki/Romania_during_World_War_I","Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-08-27","1916-11-26","Battle of Transylvania, a phase of the conquest of Romania.","http://en.wikipedia.org/wiki/Battle_of_Transylvania",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-08-27",,"Italy declares war on Germany.","http://en.wikipedia.org/wiki/Italy",,"Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-08-27",,"Romania enters the war on the Entente's side. Her army is defeated in a few weeks.","http://en.wikipedia.org/wiki/Romania",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-08-29",,"Paul von Hindenburg replaces Erich von Falkenhayn as German Chief of Staff.","http://en.wikipedia.org/wiki/Paul_von_Hindenburg","http://en.wikipedia.org/wiki/Paul_von_Hindenburg","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-02","1916-09-06","Battle of Turtucaia, a phase of the conquest of Romania.","http://en.wikipedia.org/wiki/Battle_of_Turtucaia",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-03","1916-09-06","Battle of Guillemont (intermediate phase of the Battle of the Somme)","http://en.wikipedia.org/wiki/Battle_of_Guillemont","http://en.wikipedia.org/wiki/Battle_of_Guillemont","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-05","1916-09-07","Battle of Dobrich, a phase of the conquest of Romania.","http://en.wikipedia.org/wiki/Battle_of_Dobrich",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-06",,"The Central Powers create a unified command.","http://en.wikipedia.org/wiki/Central_Powers",,"Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-07","1916-09-11","Battle of Kisaki.","http://en.wikipedia.org/wiki/Battle_of_Kisaki",,"African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-09",,"Battle of Ginchy (intermediate phase of the Battle of the Somme)","http://en.wikipedia.org/wiki/Battle_of_Ginchy","http://en.wikipedia.org/wiki/Battle_of_Ginchy","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-12","1916-12-11","Monastir Offensive, set up of the Salonika Front.","http://en.wikipedia.org/wiki/Monastir_Offensive",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-12","1916-09-30","Battle of Kaymakchalan, a phase of the Monastir Offensive.","http://en.wikipedia.org/wiki/Battle_of_Kaymakchalan",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-12","1916-09-14","Battle of Malka Nidzhe, a phase of the Monastir Offensive.","http://en.wikipedia.org/wiki/Battle_of_Malka_Nidzhe",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-14","1916-09-17","Seventh Battle of the Isonzo","http://en.wikipedia.org/wiki/Seventh_Battle_of_the_Isonzo",,"Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-15","1916-09-22","Battle of Flers-Courcelette (last offensive of the Battle of the Somme). The British use armored tanks for the first time in history.","http://en.wikipedia.org/wiki/Battle_of_Flers-Courcelette","http://en.wikipedia.org/wiki/Battle_of_Flers-Courcelette","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-17","1916-09-19","First Battle of Cobadin, a phase of the conquest of Romania.","http://en.wikipedia.org/wiki/First_Battle_of_Cobadin",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-20",,"The Brusilov Offensive ends with a substantial Russian success.","http://en.wikipedia.org/wiki/Brusilov_Offensive","http://en.wikipedia.org/wiki/Brusilov_Offensive","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-25","1916-09-28","Battle of Morval (part of the final stages of the Battle of the Somme)","http://en.wikipedia.org/wiki/Battle_of_Morval","http://en.wikipedia.org/wiki/Battle_of_Morval","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-26","1916-09-28","Battle of Thiepval Ridge (part of the final stages of the Battle of the Somme)","http://en.wikipedia.org/wiki/Battle_of_Thiepval_Ridge","http://en.wikipedia.org/wiki/Battle_of_Thiepval_Ridge","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-09-29","1916-10-05","Flamanda Offensive, a phase of the conquest of Romania.","http://en.wikipedia.org/wiki/Flamanda_Offensive",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-10-01","1916-11-11","Battle of Ancre Heights (part of the final stages of the Battle of the Somme).","http://en.wikipedia.org/wiki/Battle_of_Ancre_Heights",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-10-01","1916-11-05","Battle of Le Transloy (part of the final stages of the Battle of the Somme)","http://en.wikipedia.org/wiki/Battle_of_Le_Transloy","http://en.wikipedia.org/wiki/Battle_of_Le_Transloy","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-10-01","1916-11-01","First Battle of the Cerna Bend, a phase of the Monastir Offensive.",,"http://en.wikipedia.org/wiki/Battle_of_the_Cerna_Bend_(1916)","Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-10-09","1916-10-12","Eighth Battle of the Isonzo.","http://en.wikipedia.org/wiki/Eighth_Battle_of_the_Isonzo",,"Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-10-19","1916-10-25","Second Battle of Cobadin, a phase of the conquest of Romania.","http://en.wikipedia.org/wiki/Second_Battle_of_Cobadin",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-10-24",,"The French recapture Fort Douaumont near Verdun.","http://en.wikipedia.org/wiki/Fort_Douaumont","http://en.wikipedia.org/wiki/Douaumont#Douaumont_Fort","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-11-01","1916-11-04","Ninth Battle of the Isonzo.","http://en.wikipedia.org/wiki/Ninth_Battle_of_the_Isonzo",,"Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-11-13","1916-11-18","Battle of the Ancre (closing phase of the Battle of the Somme)","http://en.wikipedia.org/wiki/Battle_of_the_Ancre","http://en.wikipedia.org/wiki/Battle_of_the_Ancre","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-11-18",,"The Battle of the Somme ends with enormous casualties and no winner.","http://en.wikipedia.org/wiki/Battle_of_the_Somme","http://en.wikipedia.org/wiki/Battle_of_the_Somme_(1916)","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-11-21",,"Francis Joseph I, Emperor of Austria and King of Hungary, dies and is succeeded by Charles I.","http://en.wikipedia.org/wiki/Francis_Joseph_I","http://en.wikipedia.org/wiki/Francis_Joseph_I_of_Austria","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-11-21",,"HMHS Britannic sinks after hitting a German mine","http://en.wikipedia.org/wiki/HMHS_Britannic","http://en.wikipedia.org/wiki/HMHS_Britannic","Naval","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-11-25","1916-12-03","Battle of Bucharest, a phase of the conquest of Romania.","http://en.wikipedia.org/wiki/Battle_of_Bucharest",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-11-25",,"David Beatty replaces John Jellicoe as commander of the Grand Fleet. Jellicoe becomes First Lord of the Sea.","http://en.wikipedia.org/wiki/David_Beatty,_1st_Earl_Beatty","http://en.wikipedia.org/wiki/John_Jellicoe,_1st_Earl_Jellicoe","Naval","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-11-28",,"Prunaru Charge, a phase of the Battle of Bucharest, Romanian cavalry desperately charge into enemy lines.","http://en.wikipedia.org/wiki/Prunaru_Charge",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-12-01","1917-01-18","Allies capture Yanbu.",,"http://en.wikipedia.org/wiki/Capture_of_Yanbu","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-12-01",,"Battle of the Arges, a phase of the Battle of Bucharest.","http://en.wikipedia.org/wiki/Battle_of_the_Arges",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-12-05","1916-12-07","United Kingdom: Prime Minister Henry Asquith resigns and is succeeded by David Lloyd George.","http://en.wikipedia.org/wiki/United_Kingdom","http://en.wikipedia.org/wiki/Herbert_Henry_Asquith","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-12-06",,"The Germans occupy Bucharest. The capital of Romania moved to Iaşi.","http://en.wikipedia.org/wiki/Bucharest","http://en.wikipedia.org/wiki/Iaşi","Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-12-13",,"Robert Nivelle replaces Joseph Joffre as Commander-in-Chief of the French Army.","http://en.wikipedia.org/wiki/Robert_Nivelle","http://en.wikipedia.org/wiki/Robert_Nivelle","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-12-23","1916-12-29","Christmas Battles.","http://en.wikipedia.org/wiki/Christmas_Battles",,"Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-12-23",,"Battle of Magdhaba in the Sinai peninsula.","http://en.wikipedia.org/wiki/Battle_of_Magdhaba","http://en.wikipedia.org/wiki/Battle_of_Magdhaba","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-12-27",,"Togoland is divided into British and French administrative zones.","http://en.wikipedia.org/wiki/Togoland","http://en.wikipedia.org/wiki/Togoland","African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-12-29",,"Grigori Rasputin, Russia's éminence grise, is assassinated.","http://en.wikipedia.org/wiki/Grigori_Rasputin","http://en.wikipedia.org/wiki/Grigori_Rasputin","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-01-03","1917-01-04","Battle of Behobeho.","http://en.wikipedia.org/wiki/Battle_of_Behobeho",,"African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-01-09",,"Battle of Rafa. The British drive the Ottomans out of Sinai.","http://en.wikipedia.org/wiki/Battle_of_Rafa","http://en.wikipedia.org/wiki/Battle_of_Rafa","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-01-11","1917-03-13","British raid the Ancre.",,"http://en.wikipedia.org/wiki/Operations_on_the_Ancre,_January_–_March_1917","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-01-16",,"The German Foreign Secretary Arthur Zimmermann sends a telegram to his ambassador in Mexico, instructing him to propose to the Mexican government an alliance against the United States.","http://en.wikipedia.org/wiki/Arthur_Zimmermann","http://en.wikipedia.org/wiki/Zimmermann_Telegram","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-02-01",,"Germany resumes unrestricted submarine warfare.",,"http://en.wikipedia.org/wiki/First_Battle_of_the_Atlantic","Naval","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-02-23","1917-04-05","The Germans withdraw to the Hindenburg Line.",,"http://en.wikipedia.org/wiki/Hindenburg_Line","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-02-23",,"Second Battle of Kut. The British recapture the city.",,"http://en.wikipedia.org/wiki/Second_Battle_of_Kut","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-03-01",,"Arz von Straussenberg replaces Conrad von Hötzendorf as Austro-Hungarian Chief of Staff.","http://en.wikipedia.org/wiki/Conrad_von_Hötzendorf","http://en.wikipedia.org/wiki/Arz_von_Straussenberg","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-03-08","1917-03-11","The British capture Baghdad.","http://en.wikipedia.org/wiki/Baghdad","http://en.wikipedia.org/wiki/Fall_of_Baghdad_(1917)","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-03-13","1917-04-23","Samarrah Offensive, British capture much of Mesopotamia.","http://en.wikipedia.org/wiki/Samarrah_Offensive",,"Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-03-15",,"Russia: Czar Nicholas II abdicates. A provisional government is appointed.","http://en.wikipedia.org/wiki/Czar_Nicholas_II","http://en.wikipedia.org/wiki/February_Revolution","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-03-26",,"First Battle of Gaza. The British attempt to capture the city fails.","http://en.wikipedia.org/wiki/First_Battle_of_Gaza","http://en.wikipedia.org/wiki/First_Battle_of_Gaza","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-01","1917-10-01","Stalemate in Southern Palestine.","http://en.wikipedia.org/wiki/Stalemate_in_Southern_Palestine",,"Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-02","1917-04-03","Australians attack Noreuil.","http://en.wikipedia.org/wiki/Noreuil","http://en.wikipedia.org/wiki/Noreuil#World_War_One","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-06",,"The United States of America declares war on Germany.","http://en.wikipedia.org/wiki/United_States_of_America",,"Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-09","1917-05-17","Second Battle of Arras. The British attack a heavily fortified German line without obtaining any strategic breakthrough.",,"http://en.wikipedia.org/wiki/Battle_of_Arras_(1917)","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-09","1917-04-14","First Battle of the Scarpe, part of the first phase of the Second Battle of Arras.",,"http://en.wikipedia.org/wiki/Battle_of_Arras_(1917)#First_phase","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-09","1917-04-12","The Canadians obtain a significant victory in the Battle of Vimy Ridge, part of the first phase of the Second Battle of Arras.",,"http://en.wikipedia.org/wiki/Battle_of_Vimy_Ridge","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-10","1917-04-11","First Battle of Bullecourt,part of the first phase of the Second Battle of Arras.",,"http://en.wikipedia.org/wiki/Battle_of_Arras_(1917)#First_phase","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-15",,"Battle of Lagnicourt, part of the Second phase of the Second Battle of Arras.",,"http://en.wikipedia.org/wiki/Battle_of_Arras_(1917)#Second_phase","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-16","1917-05-09","The Second Battle of the Aisne (aka Nivelle Offensive) ends in disaster for both the French army and its commander Robert Nivelle.","http://en.wikipedia.org/wiki/Robert_Nivelle","http://en.wikipedia.org/wiki/Second_Battle_of_the_Aisne","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-17","1917-04-20","Battle of the Hills (aka Third battle of Champagne), a diversion to the Second Battle of the Aisne.","http://en.wikipedia.org/wiki/Battle_of_the_Hills",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-19",,"Second Battle of Gaza. The Ottoman lines resist a British attack.",,"http://en.wikipedia.org/wiki/Second_Battle_of_Gaza","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-22","1917-05-08","Second Battle of Doiran.",,"http://en.wikipedia.org/wiki/Battle_of_Doiran_(1917)","Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-23","1917-04-24","Second Battle of Scarpe, part of the second phase of the Second Battle of Arras.",,"http://en.wikipedia.org/wiki/Battle_of_Arras_(1917)#Second_phase","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-28","1917-04-29","Battle of Arleux, part of the Second phase of the Second Battle of Arras.",,"http://en.wikipedia.org/wiki/Battle_of_Arras_(1917)#Second_phase","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-04-29","1917-05-20","Series of mutinies in the French army.",,"http://en.wikipedia.org/wiki/Western_Front_(World_War_I)#French_Morale","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-05-03","1917-05-17","Second Battle of Bullecourt, part of the second phase of the Second Battle of Arras.",,"http://en.wikipedia.org/wiki/Battle_of_Arras_(1917)#Second_phase","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-05-03","1917-05-04","Third battle of the Scarpe, part of the second phase of the Second Battle of Arras.",,"http://en.wikipedia.org/wiki/Battle_of_Arras_(1917)#Second_phase","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-05-05","1917-05-15","Allied Spring offensive on the Salonika Front.",,,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-05-05","1917-05-09","Second Battle of the Cerna Bend, a phase of the Allied Spring Offensive.",,"http://en.wikipedia.org/wiki/Battle_of_the_Cerna_Bend_(1917)","Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-05-12","1917-06-06","Tenth Battle of the Isonzo.",,"http://en.wikipedia.org/wiki/Tenth_Battle_of_the_Isonzo","Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-05-15",,"Philippe Pétain replaces Robert Nivelle as Commander-in-Chief of the French Army.","http://en.wikipedia.org/wiki/Philippe_Pétain","http://en.wikipedia.org/wiki/Philippe_Pétain","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-05-23",,"Battle of Mount Hermada in the Karst.",,,"Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-06-01","1917-10-01","Operation Hush, British attempt to capture coast of Belgium fails.","http://en.wikipedia.org/wiki/Operation_Hush",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-06-07","1917-06-14","Second Battle of Messines, The British recapture Messines Ridge.",,"http://en.wikipedia.org/wiki/Battle_of_Messines_(1917)","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-06-10","1917-06-29","Battle of Mount Ortigara.",,"http://en.wikipedia.org/wiki/Battle_of_Mount_Ortigara","Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-06-12",,"Greece: King Constantine I abdicates.",,"http://en.wikipedia.org/wiki/Constantine_I_of_Greece","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-06-13",,"First successful heavy bomber raid on London done by the Gotha G.IV.","http://en.wikipedia.org/wiki/Heavy_bomber",,"Air","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-06-25",,"First American troops land in France.","http://en.wikipedia.org/wiki/France","http://en.wikipedia.org/wiki/American_Expeditionary_Force","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-06-30",,"Greece declares war on the Central powers.","http://en.wikipedia.org/wiki/Greece","http://en.wikipedia.org/wiki/Greece_during_World_War_I","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-07-01","1917-07-19","The Kerensky Offensive fails. It is the last Russian initiative in the war.",,"http://en.wikipedia.org/wiki/Kerensky_Offensive","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-07-01","1917-07-02","Battle of Zborov, a phase of the Kerensky Offensive.","http://en.wikipedia.org/wiki/Battle_of_Zborov_(1917)","http://en.wikipedia.org/wiki/Battle_of_Zborov_(1917)","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-07-06",,"Arab rebels led by Lawrence of Arabia seize the Jordanian port of Aqaba.","http://en.wikipedia.org/wiki/Lawrence_of_Arabia","http://en.wikipedia.org/wiki/Battle_of_Aqaba","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-07-20",,"Corfu Declaration about the future Kingdom of Yugoslavia.","http://en.wikipedia.org/wiki/Kingdom_of_Yugoslavia","http://en.wikipedia.org/wiki/Corfu_Declaration","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-07-22","1917-08-01","Battle of Marasti","http://en.wikipedia.org/wiki/Battle_of_Marasti",,"Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1917-07-29",,"Battle of Kiawe Bridge.","http://en.wikipedia.org/wiki/Battle_of_Kiawe_Bridge",,"African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
